File,aid,Date,0,2,3,8,17,25,65,73,81,89,129,137,145,153
QC_Day_2019093_aid0001,aid0001,2019-04-03,39224,854575,34183,568.0,121707.0,11.0,71912,3695.0,86703,5.0,401.0,310.0,2220,
QC_Day_2019094_aid0001,aid0001,2019-04-04,48374,989656,34183,10.0,40733.0,2.0,35979,91.0,54011,,,,12475,
QC_Day_2019095_aid0001,aid0001,2019-04-05,26430,986851,34183,2.0,24118.0,,45657,50.0,90627,,529.0,,7067,
QC_Day_2019096_aid0001,aid0001,2019-04-06,100285,780235,34183,273.0,111599.0,,63542,810.0,99884,1.0,26.0,,24676,
QC_Day_2019097_aid0001,aid0001,2019-04-07,155002,684629,34183,595.0,127787.0,9.0,105780,773.0,92457,,1122.0,,13177,
QC_Day_2019098_aid0001,aid0001,2019-04-08,48887,944892,34183,,92815.0,,24334,39.0,63125,,29.0,,7210,
QC_Day_2019099_aid0001,aid0001,2019-04-09,127046,641939,34183,603.0,109431.0,3.0,197279,3722.0,93374,3.0,70.0,,7861,
QC_Day_2019100_aid0001,aid0001,2019-04-10,253032,415916,34183,6176.0,132965.0,2.0,196498,14841.0,155540,2.0,35.0,,6324,
QC_Day_2019101_aid0001,aid0001,2019-04-11,37710,994885,34183,46.0,60676.0,,31845,664.0,49309,,,,6196,
QC_Day_2019102_aid0001,aid0001,2019-04-12,187919,559209,34183,6030.0,26688.0,,256152,10550.0,101002,5.0,219.0,,33557,
QC_Day_2019103_aid0001,aid0001,2019-04-13,411298,296422,34183,1760.0,259028.0,9.0,118523,2193.0,90796,2.0,,,1299,1.0
QC_Day_2019104_aid0001,aid0001,2019-04-14,146249,767128,34183,687.0,125729.0,20.0,49261,1033.0,78784,2.0,963.0,,11475,
QC_Day_2019105_aid0001,aid0001,2019-04-15,49463,864038,34183,,36174.0,,103143,529.0,101523,,1.0,,26460,
QC_Day_2019106_aid0001,aid0001,2019-04-16,35614,822644,34183,144.0,12614.0,1.0,242124,2644.0,56626,4.0,96.0,,8820,
QC_Day_2019107_aid0001,aid0001,2019-04-17,342647,277131,34183,2721.0,286558.0,10.0,217451,5294.0,46918,,273.0,,2328,
